"TRIGRAMME","NOM_VALIDE","CD_NOM","STATUT_FR"
"Comlacpoi","Comptonella lactea var. poissonii (Guillaumin) T.G.Hartley, 1983",674568,"A"
"Commic","Comptonella microcarpa (Perkins) T.G.Hartley, 1984",673734,"A"
"Comore","Comptonella oreophila (Guillaumin) T.G.Hartley, 1983",674497,"A"
"Comoreore","Comptonella oreophila var. oreophila (Guillaumin) T.G.Hartley, 1983",674623,"A"
"Comorelon","Comptonella oreophila var. longipes (Guillaumin) T.G.Hartley, 1983",674569,"A"
"Comses","Comptonella sessilifoliola (Guillaumin) T.G.Hartley, 1983",673735,"A"
"Crossosperma","Crossosperma T.G. Hartley, 1997",672556,"A"
"Crocau","Crossosperma cauliflora T.G.Hartley, 1997",673708,"A"
"Crovel","Crossosperma velutina (Guillaumin) T.G.Hartley, 1997",673709,"A"
"Dutailliopsis","Dutailliopsis T.G. Hartley, 1997",672593,"A"
"Dutgor","Dutailliopsis gordonii T.G.Hartley, 1997",673710,"A"
"Dutaillyea","Dutaillyea Baill., 1872",672594,"A"
"Dutamo","Dutaillyea amosensis (Guillaumin) T.G.Hartley, 1984",674332,"A"
"Duttri","Dutaillyea trifoliolata Baill., 1872",673736,"A"
"Euotie","Euodia tietaensis (Guillaumin) T.G.Hartley, 2000",671759,"A"
"Flifou","Flindersia fournieri Pancher & Sebert",673133,"A"
"Geibal2","Geijera balansae (Baill.) Schinz & Guillaumin, 1920",673737,"A"
"Geicau","Geijera cauliflora Baill., 1872",673738,"A"
"Ivocho","Ivodea choungiensis Labat, M.Pignal & O.Pascal, 2005",807371,"A"
"Ivomay","Ivodea mayottensis Labat & M.Pignal, 2015",852791,"A"
"Medart","Medicosma articulata T.G.Hartley, 1985",673740,"A"
"Medcon","Medicosma congesta T.G.Hartley, 1985",673741,"A"
"Meddiv","Medicosma diversifolia T.G.Hartley, 1985",673742,"A"
"Medema","Medicosma emarginata T.G.Hartley, 1985",674334,"A"
"Medexi","Medicosma exigua T.G.Hartley, 1985",673744,"A"
"Medgra2","Medicosma gracilis T.G.Hartley, 1985",673745,"A"
"Medlat","Medicosma latifolia T.G.Hartley, 1985",673746,"A"
"Medler","Medicosma leratii (Guillaumin) T.G.Hartley, 1985",674335,"A"
"Medobl","Medicosma obliqua T.G.Hartley, 1985",673747,"A"
"Medpar","Medicosma parvifolia T.G.Hartley, 1985",673748,"A"
"Medpet","Medicosma petiolaris T.G.Hartley, 1985",673749,"A"
"Medsub","Medicosma suberosa T.G.Hartley, 1985",673750,"A"
"Medsub2","Medicosma subsessilis T.G.Hartley, 1985",674336,"A"
"Medtah","Medicosma tahafeana T.G.Hartley, 1985",673751,"A"
"Medver","Medicosma verticillata T.G.Hartley, 1985",673752,"A"
"Melbal2","Melicope balgooyi Appelhans, W.L.Wagner & K.R.Wood, 2014",780453,"A"
"Melbor","Melicope borbonica (Bory) T.G.Hartley, 2001",706523,"A"
"Melborbor","Melicope borbonica var. borbonica (Bory) T.G.Hartley, 2001",707210,"A"
"Melboracu","Melicope borbonica var. acuminata (Coode) T.G.Hartley, 2001",707174,"A"
"Melbra","Melicope bracteata (Nadeaud) T.G.Hartley",447577,"A"
"Melcoo","Melicope coodeana T.G.Hartley, 2001",706524,"A"
"Melfat","Melicope fatuhivensis (F.Br.) T.G.Hartley & B.C.Stone, 1989",447582,"A"
"Melful","Melicope fulva (Guillaumin) B.C.Stone",672209,"A"
"Melgla","Melicope glaberrima Guillaumin, 1938",671714,"A"
"Melhiv","Melicope hivaoaensis J.Florence, 1997",448293,"A"
"Melino","Melicope inopinata J.Florence, 1990",448295,"A"
"Meliri","Melicope irifica (Coode) T.G.Hartley, 2001",706525,"A"
"Mellas","Melicope lasioneura (Baill.) Baill. ex Guillaumin",671715,"A"
"Mellep","Melicope leptococca Baill. ex Guillaumin",671716,"A"
"Melluc","Melicope lucida (A.Gray) A.C.Sm., 1951",448373,"A"
"Melmar","Melicope margaretae (F.Br.) T.G.Hartley, 2001",448374,"A"
"Melnuk","Melicope nukuhivensis (F.Br.) T.G.Hartley & B.C.Stone, 1989",447583,"A"
"Melobs","Melicope obscura (Cordem.) T.G.Hartley, 2001",706526,"A"
"Melobt","Melicope obtusifolia (DC.) T.G.Hartley, 2001",706527,"A"
"Melobtobt","Melicope obtusifolia subsp. obtusifolia (DC.) T.G.Hartley, 2001",707100,"A"
"Melobtarb","Melicope obtusifolia var. arborea (Coode) T.G.Hartley, 2001",707175,"A"
"Melobtina","Melicope obtusifolia var. inaequalis (Coode) T.G.Hartley, 2001",707176,"A"
"Melped","Melicope pedicellata Guillaumin",671760,"A"
"Melper","Melicope perlmanii J.Florence, 1997",448294,"A"
"Melrev","Melicope revoluta J.Florence, 1990",448296,"A"
"Melseg2","Melicope segregis (Cordem.) T.G.Hartley, 2001",706528,"A"
"Meltah","Melicope tahitensis Nadeaud, 1873",447579,"A"
"Meltek","Melicope tekaoensis T.G.Hartley, 2001",448535,"A"
"Melvie","Melicope vieillardii (Baill.) Baill. ex Guillaumin",672210,"A"
"Myrtopsis","Myrtopsis Engl., 1896",672693,"A"
"Myrcal","Myrtopsis calophylla (Baill.) Guillaumin",673754,"A"
"Myrcor","Myrtopsis corymbosa (Labill.) Guillaumin",674337,"A"
"Myrdep","Myrtopsis deplanchei (Baill.) Guillaumin",673755,"A"
"Myrmac2","Myrtopsis macrocarpa Schltr., 1906",673756,"A"
"Myrmyr","Myrtopsis myrtoidea (Baill.) Guillaumin",673757,"A"
"Myrnov2","Myrtopsis novaecaledoniae Vieill. ex Engl.",674338,"A"
"Myrpom","Myrtopsis pomaderridifolia (Baill.) Guillaumin",673758,"A"
"Myrsel","Myrtopsis sellingii Guillaumin",673759,"A"
"Neoschmidia","Neoschmidia T.G.Hartley, 2003",672698,"A"
"Neocal","Neoschmidia calycina T.G.Hartley, 2003",673769,"A"
"Neopal2","Neoschmidia pallida T.G.Hartley, 2003",673768,"A"
"Picrella","Picrella Baill., 1871",672728,"A"
"Picgla2","Picrella glandulosa T.G.Hartley, 2003",673770,"A"
"Picign","Picrella ignambiensis (Guillaumin) T.G.Hartley & Mabb., 2003",673771,"A"
"Pictri","Picrella trifoliata Baill., 1871",674382,"A"
"Pictritri","Picrella trifoliata var. trifoliata Baill., 1871",674570,"A"
"Pictrigra","Picrella trifoliata var. gracilis (Baill.) T.G.Hartley & Mabb.",674571,"A"
"Pictrigra2","Picrella trifoliata var. gracillima T.G.Hartley",674572,"A"
"Sararg","Sarcomelicope argyrophylla Guillaumin",673503,"A"
"Sardog","Sarcomelicope dognyensis T.G.Hartley",673504,"A"
"Sarfol","Sarcomelicope follicularis T.G.Hartley, 1986",673505,"A"
"Sargla","Sarcomelicope glauca T.G.Hartley",673506,"A"
"Sarlei","Sarcomelicope leiocarpa (P.S.Green) T.G.Hartley",673507,"A"
"Sarmeg","Sarcomelicope megistophylla T.G.Hartley, 1986",673508,"A"
"Sarpem","Sarcomelicope pembaiensis T.G.Hartley, 1986",673509,"A"
"Sarsar2","Sarcomelicope sarcococca (Baill.) Engl., 1896",673511,"A"
"Vepboi","Vepris boiviniana (Baill.) Mziray, 1992",807567,"A"
"Vepdar","Vepris darcyi Labat, M.Pignal & O.Pascal, 2005",807568,"A"
"Vepspa","Vepris spathulata (Engl.) H.Perrier, 1948",807569,"A"
"Vepuni","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal, 2005",807570,"A"
"Zieche","Zieria chevalieri Virot, 1953",673512,"A"
"Dictamneae","Dictamneae Bartl., 1830",894452,"P"
"Dictamnus","Dictamnus L., 1753",191744,"P"
"Dicalb","Dictamnus albus L., 1753",94923,"P"
"Skimmia","Skimmia Thunb., 1783",197716,"M"
"Skijap","Skimmia japonica Thunb., 1783",123984,"M"
"Galipeeae","Galipeeae Kallunki, 1998",894439,"M"
"Choisya","Choisya Kunth, 1823",190748,"M"
"Choter","Choisya ternata Kunth, 1823",90939,"M"
"Galdav","Galipea davisii Sandwith, 1935",734948,"A"
"Raparo","Raputia aromatica Aubl., 1775",734951,"A"
"Rapbre","Raputia brevipedunculata Kallunki, 1994",734952,"A"
"Ticfoe","Ticorea foetida Aubl., 1775",734953,"A"
"Pteleeae","Pteleeae DC., 1825",894449,"M"
"Ptelea","Ptelea L., 1753",196876,"M"
"Ptetri","Ptelea trifoliata L., 1753",116263,"M"
"Zanthoxyleae","Zanthoxyleae Dumort., 1829",894442,"M"
"Zanthoxylum","Zanthoxylum L., 1753",445976,"M"
"Zanalb","Zanthoxylum albiflorum Baker f.",671576,"A"
"Zaname","Zanthoxylum americanum Mill., 1768",717710,"M"
"Zanhet","Zanthoxylum heterophyllum (Lam.) Sm., 1818",706938,"A"
"Zanler","Zanthoxylum leratii Guillaumin",671577,"A"
"Zannad","Zanthoxylum nadeaudii Drake, 1890",447584,"A"
"Zanneo","Zanthoxylum neocaledonicum Baker f.",671578,"A"
"Zanore","Zanthoxylum oreophilum (Guillaumin) P.G.Waterman",671758,"A"
"Zanpan","Zanthoxylum pancheri P.S.Green, 1970",671579,"A"
"Zansar","Zanthoxylum sarasinii Guillaumin",671580,"A"
"Zansch","Zanthoxylum schlechteri Guillaumin",671581,"A"
"Sapindaceae","Sapindaceae Juss., 1789",187331,"P"
"Cospin","Cossinia pinnata Comm. ex Lam., 1786",706082,"A"
"Costri2","Cossinia trifoliata (Baill.) Radlk.",673524,"A"
"Haraus","Harpullia austrocaledonica Baill., 1874",673554,"A"
"Loxodiscus","Loxodiscus Hook. f., 1857",672667,"A"
"Loxcor","Loxodiscus coriaceus Hook.f., 1857",673555,"A"
"Hippocastanoideae","Hippocastanoideae Burnett, 1835",894862,"P"
"Acereae","Acereae Dumort., 1827",894866,"P"
"Acer","Acer L., 1753",188731,"P"
"Acecam","Acer campestre L., 1753",79734,"P"
"Acecap","Acer cappadocicum Gled., 1785",79735,"I"
"Acecapcap","Acer cappadocicum subsp. cappadocicum Gled., 1785",130702,"M"
"Acedav","Acer davidii Franch., 1885",79742,"M"
"Acexbor","Acer x bornmuelleri Borbás, 1891",79803,"P"
"Acexcor","Acer x coriaceum Bosc ex Tausch, 1829",79804,"P"
"Acexguy","Acer x guyotii Beauverd, 1920",79806,"P"
"Acexhyb","Acer x hybridum Spach, 1834",79807,"P"
"Acexper","Acer x peronae Schwer., 1901",79810,"P"
"Acexram","Acer x ramosum Schwer., 1894",79812,"P"
"Acexrot","Acer x rotundilobum Schwer., 1894",79813,"P"
"Acexsab","Acer x sabaudum Chabert, 1915",79814,"P"
"Acexzoe","Acer x zoeschense Pax, 1886",79815,"M"
"Acejap","Acer japonicum Thunb., 1784",79755,"M"
"Acemon","Acer mono Maxim., 1856",610730,"M"
"Acemon2","Acer monspessulanum L., 1753",79763,"P"
"Aceneg","Acer negundo L., 1753",79766,"J"
"Aceopa","Acer opalus Mill., 1768",79770,"P"
"Aceopaopa","Acer opalus subsp. opalus Mill., 1768",130715,"P"
"Aceopaobt","Acer opalus subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams, 1924",130714,"P"
"Acepal","Acer palmatum Thunb., 1784",79775,"M"
"Acepic","Acer pictum Thunb., 1784",610733,"M"
"Acepla","Acer platanoides L., 1753",79779,"P"
"Acepse","Acer pseudoplatanus L., 1753",79783,"P"
"Acerub","Acer rubrum L., 1753",610731,"M"
"Aceruf","Acer rufinerve Siebold & Zucc., 1845",717049,"I"
"Acesac","Acer saccharinum L., 1753",79788,"I"
"Acetat","Acer tataricum L., 1753",610732,"M"
"Acetattat","Acer tataricum subsp. tataricum L., 1753",612607,"M"
"Acetatgin","Acer tataricum subsp. ginnala (Maxim.) Wesm., 1890",612608,"M"
"Hippocastaneae","Hippocastaneae Dumort., 1827",894865,"P"
"Aesculus","Aesculus L., 1753",188856,"P"
"Aescar","Aesculus carnea Hayne, 1822",80338,"M"
"Aesfla","Aesculus flava Sol., 1778",610760,"M"
"Aeship","Aesculus hippocastanum L., 1753",80334,"I"
"Aespar","Aesculus parviflora Walter, 1788",610759,"M"
"Aespav","Aesculus pavia L., 1753",80335,"M"
"Lepidocupania","Lepidocupania Buerki, Callm., Munzinger & Lowry, 2020",979997,"A"
"Leparc","Lepidocupania arcuata (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",979998,"A"
"Lepfru","Lepidocupania fruticosa (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",979999,"A"
"Lepgla2","Lepidocupania glabra (Adema) Buerki, Callm., Munzinger & Lowry, 2020",980000,"A"
"Lepglo","Lepidocupania globosa (Adema) Buerki, Callm., Munzinger & Lowry, 2020",980001,"A"
"Lepglo2","Lepidocupania glomeriflora (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",980002,"A"
"Lepgra2","Lepidocupania gracilipes (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",980004,"A"
"Lepgra3","Lepidocupania grandiflora (Adema) Buerki, Callm., Munzinger & Lowry, 2020",980005,"A"
"Lepino","Lepidocupania inoplea (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",980006,"A"
"Leplep","Lepidocupania lepidota (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",980007,"A"
"Lepmou","Lepidocupania mouana (Guillaumin) Buerki, Callm., Munzinger & Lowry, 2020",980008,"A"
"Lepmyr","Lepidocupania myrmoctona (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",980037,"A"
"Lepoed","Lepidocupania oedipoda (Radlk.) Buerki, Callm., Munzinger & Lowry, 2020",980038,"A"
"Leppen","Lepidocupania pennelii (Guillaumin) Buerki, Callm., Munzinger & Lowry, 2020",980040,"A"
"Lepros","Lepidocupania rosea (Adema) Buerki, Callm., Munzinger & Lowry, 2020",980041,"A"
"Lepsqu","Lepidocupania squamosa (Adema) Buerki, Callm., Munzinger & Lowry, 2020",980042,"A"
"Lepsub","Lepidocupania subfalcata (Adema) Buerki, Callm., Munzinger & Lowry, 2020",980043,"A"
"Lepton","Lepidocupania tontoutensis (Guillaumin) Buerki, Callm., Munzinger & Lowry, 2020",980044,"A"
"Neoarytera","Neoarytera Callm., Buerki, Munzinger & Lowry, 2020",979992,"A"
"Neocha","Neoarytera chartacea (Radlk.) Callm., Buerki, Munzinger & Lowry, 2020",979991,"A"
"Neocol","Neoarytera collina (Pancher & Sebert) Callm., Buerki, Munzinger & Lowry, 2020",979995,"A"
"Neonek","Neoarytera nekorensis (H.Turner) Callm., Buerki, Munzinger & Lowry, 2020",979996,"A"
"Sapindoideae","Sapindoideae Burnett, 1835",894860,"P"
"Alecar","Alectryon carinatum Radlk., 1877",673520,"A"
"Alehir","Alectryon hirsutus Munzinger, Lowry, Callm. & Buerki, 2020",950450,"A"
"Cupapi","Cupaniopsis apiocarpa Radlk., 1879",673525,"A"
"Cupaza","Cupaniopsis azantha Radlk., 1879",674256,"A"
"Cupchy","Cupaniopsis chytradenia Radlk., 1879",673526,"A"
"Cupcra","Cupaniopsis crassivalvis Radlk., 1879",673527,"A"
"Cupgri","Cupaniopsis grisea Adema, 1991",673531,"A"
"Cuphyp","Cupaniopsis hypodermatica Radlk., 1924",674259,"A"
"Cupmac3","Cupaniopsis mackeeana Adema, 1988",673533,"A"
"Cupmac4","Cupaniopsis macrocarpa Radlk., 1879",674499,"A"
"Cupmacmac","Cupaniopsis macrocarpa var. macrocarpa Radlk., 1879",674544,"A"
"Cupmacpol","Cupaniopsis macrocarpa var. polyphylla Adema, 1991",674614,"A"
"Cupmeg","Cupaniopsis megalocarpa Adema, 1991",673534,"A"
"Cuppet","Cupaniopsis petiolulata Radlk., 1879",674410,"A"
"Cuppha","Cupaniopsis phalacrocarpa Adema, 1988",674439,"A"
"Cuprot","Cupaniopsis rotundifolia Adema, 1991",674411,"A"
"Cupsyl","Cupaniopsis sylvatica Guillaumin, 1953",674412,"A"
"Cuptri","Cupaniopsis trigonocarpa Radlk., 1879",673542,"A"
"Eladzu","Elattostachys dzumacensis Adema, 1993",673773,"A"
"Elainc","Elattostachys incisa Radlk., 1879",673544,"A"
"Gongrodiscus","Gongrodiscus Radlk., 1879",672623,"A"
"Gonbil","Gongrodiscus bilocularis H.Turner, 1996",673772,"A"
"Gonpar","Gongrodiscus parvifolius Radlk., 1879",673545,"A"
"Gonsuf","Gongrodiscus sufferrugineus Radlk., 1879",674413,"A"
"Guicre","Guioa crenata Radlk., 1879",673546,"A"
"Guicre2","Guioa crenulata Radlk., 1906",673547,"A"
"Guifus","Guioa fusca Radlk., 1879",673548,"A"
"Guigla","Guioa glauca (Labill.) Radlk.",674377,"A"
"Guiglagla","Guioa glauca var. glauca (Labill.) Radlk.",674546,"A"
"Guiglavul","Guioa glauca var. vulgaris Welzen",674545,"A"
"Guigra","Guioa gracilis (Pancher & Sebert) Radlk., 1879",673549,"A"
"Guimic","Guioa microsepala Radlk., 1879",673550,"A"
"Guipec","Guioa pectinata Radlk., 1879",673552,"A"
"Guivil","Guioa villosa Radlk., 1879",673553,"A"
"Molalt","Molinaea alternifolia Willd., 1799",706542,"A"
"Podonephelium","Podonephelium Baill., 1874",672738,"A"
"Podcon","Podonephelium concolor Radlk., 1877",673556,"A"
"Podcri","Podonephelium cristagalli Munzinger, Lowry, Callm. & Buerki, 2013",830145,"A"
"Poddav","Podonephelium davidsonii Munzinger, Lowry, Callm. & Buerki, 2013",830146,"A"
"Podgon","Podonephelium gongrocarpum (Radlk.) Munzinger, Lowry, Callm. & Buerki, 2013",830148,"A"
"Podhom","Podonephelium homei (Seem.) Radlk., 1879",830119,"A"
"Podpac","Podonephelium pachycaule Munzinger, Lowry, Callm. & Buerki, 2013",830147,"A"
"Podpar","Podonephelium parvifolium Radlk., 1924",673557,"A"
"Podpli","Podonephelium plicatum Munzinger, Lowry, Callm. & Buerki, 2013",830254,"A"
"Podsub","Podonephelium subaequilaterum Radlk., 1933",674440,"A"
"Storthocalyx","Storthocalyx Radlk., 1879",672784,"A"
"Stochr","Storthocalyx chryseus Radlk., 1879",673558,"A"
"Stocor","Storthocalyx corymbosus Munzinger, Lowry, Buerki & Callm., 2016",830206,"A"
"Stolei","Storthocalyx leioneurus Radlk., 1879",673559,"A"
"Stopan2","Storthocalyx pancheri (Baill.) Radlk., 1879",673560,"A"
"Stosor","Storthocalyx sordidus Radlk., 1879",673561,"A"
"Koelreuterieae","Koelreuterieae Radlk., 1890",894876,"M"
"Koelreuteria","Koelreuteria Laxm., 1772",193740,"M"
"Koepan","Koelreuteria paniculata Laxm., 1772",161872,"M"
"Talcar","Talisia carinata Radlk., 1878",735019,"A"
"Talfur","Talisia furfuracea Sandwith, 1935",735022,"A"
"Talgui","Talisia guianensis Aubl., 1775",735023,"A"
"Talpil","Talisia pilosula Sagot ex Radlk., 1878",735032,"A"
"Talpra","Talisia praealta Sagot ex Radlk., 1878",735033,"A"
"Talsim","Talisia simaboides K.U.Kramer, 1972",735034,"A"
"Talsqu","Talisia squarrosa Radlk., 1878",735035,"A"
"Paullinieae","Paullinieae Kunth ex DC., 1824",894874,"P"
"Allbor","Allophylus borbonicus (J.F.Gmel.) F.Friedmann, 1997",705800,"A"
"Allcom3","Allophylus comorensis Capuron",807185,"A"
"Alllat","Allophylus latifolius Huber, 1915",734960,"A"
"Allrho","Allophylus rhomboidalis (Nadeaud) Radlk., 1890",447589,"A"
"Allrob","Allophylus robustus Radlk., 1895",734962,"A"
"Cardiospermum","Cardiospermum L., 1753",190347,"I"
"Cargra3","Cardiospermum grandiflorum Sw., 1788",161030,"M"
"Carhal2","Cardiospermum halicacabum L., 1753",88048,"M"
"Paucam","Paullinia cambessedesii Triana & Planch., 1862",734981,"A"
"Paudeg","Paullinia degranvillei Acev.-Rodr., 2011",841443,"A"
"Paufib","Paullinia fibulata Rich. ex Juss., 1804",734985,"A"
"Paulin","Paullinia lingulata Acev.-Rodr., 1998",734989,"A"
"Pauold","Paullinia oldemanii Acev.-Rodr., 2011",841444,"A"
"Paupla","Paullinia plagioptera Radlk., 1911",734992,"A"
"Pauplu","Paullinia plumieri Triana & Planch., 1862",630337,"A"
"Paupre","Paullinia prevostiana Acev.-Rodr., 2011",841445,"A"
"Pautri","Paullinia tricornis Radlk., 1895",735000,"A"
"Pauves","Paullinia vespertilio Sw., 1788",630338,"A"
"Serped","Serjania pedicellaris Radlk., 1874",735016,"A"
"Urvulm","Urvillea ulmacea Kunth, 1821",630856,"A"
"Tougui","Toulicia guianensis Aubl., 1775",735038,"A"
"Simaroubaceae","Simaroubaceae DC., 1811",187324,"P"
"Ailantheae","Ailantheae Meisn., 1837",894779,"I"
"Ailanthus","Ailanthus Desf., 1788",188912,"I"
"Ailalt","Ailanthus altissima (Mill.) Swingle, 1916",80824,"J"
"Soucar","Soulamea cardioptera Baill.",673605,"A"
"Soucyc","Soulamea cycloptera Guillaumin",673606,"A"
"Soudag","Soulamea dagostinii Jaffré & Fambart",673784,"A"
"Soufra","Soulamea fraxinifolia Brongn. & Gris",673607,"A"
"Soumor","Soulamea moratii Jaffré & Fambart, 2002",673785,"A"
"Soumue","Soulamea muelleri Brongn. & Gris",673608,"A"
"Soupan","Soulamea pancheri Brongn. & Gris, 1865",673609,"A"
"Soupel","Soulamea pelletieri Jaffré & Fambart",674341,"A"
"Sourig","Soulamea rigaultii Jaffré & Fambart",673786,"A"
"Soutom","Soulamea tomentosa Brongn. & Gris",673610,"A"
"Soutri","Soulamea trifoliata Baill.",674444,"A"
"Hommor","Homalolepis morettii (Feuillet) Devecchi & Pirani, 2018",894767,"A"
"SaxBer","Saxifragales Bercht. & J.Presl, 1820",593928,"P"
"Altingiaceae","Altingiaceae Horan., 1841",597815,"P"
"Liquidambar","Liquidambar L., 1753",194200,"P"
"Liqsty","Liquidambar styraciflua L., 1753",106361,"I"
"Crassulaceae","Crassulaceae J.St.-Hil., 1805 [nom. cons.]",187304,"P"
"Crassuloideae","Crassuloideae Burnett, 1835",972510,"P"
"Crassula","Crassula L., 1753",191231,"P"
"Craala","Crassula alata (Viv.) A.Berger, 1930",159610,"P"
"Craaqu","Crassula aquatica (L.) Schönland, 1890",92788,"Q"
"Crahel","Crassula helmsii (Kirk) Cockayne, 1907",92793,"I"
"Cramus","Crassula muscosa L., 1760",92799,"I"
"Crapub","Crassula pubescens Thunb., 1770",92802,"M"
"Cratil","Crassula tillaea Lest.-Garl., 1903",92806,"P"
"Cravai","Crassula vaillantii (Willd.) Roth, 1827",92807,"P"
"Kalanchooideae","Kalanchooideae A.Berger, 1930",972516,"P"
"Cotyledon","Cotyledon L., 1753 [nom. et typ. cons.]",191216,"I"
"Cotorb","Cotyledon orbiculata L., 1753",92734,"I"
"Kalanchoe","Kalanchoe Adans., 1763",193698,"P"
"Kalblo","Kalanchoe blossfeldiana Poelln., 1934",446533,"M"
"Kaldai","Kalanchoe daigremontiana Raym.-Hamet & H.Perrier, 1914",629982,"Q"
"Kaldel","Kalanchoe delagoensis Eckl. & Zeyh., 1837",160174,"I"
"Kalxhou","Kalanchoe x houghtonii D.B.Ward, 2006",977980,"M"
"Sempervivoideae","Sempervivoideae Arn., 1832",972531,"P"
"Aeonieae","Aeonieae Thiede ex Reveal, 2012",972545,"P"
"Aeonium","Aeonium Webb & Berthel., 1840",188851,"I"
"Aeoarb","Aeonium arboreum (L.) Webb & Berthel., 1840",80331,"Q"
"Aeocun","Aeonium cuneatum Webb & Berthel., 1841",610758,"M"
"Aeohaw","Aeonium haworthii Webb & Berthel., 1840",80332,"I"
"Sedeae","Sedeae Fr., 1835",972550,"P"
"Graptopetalum","Graptopetalum Rose, 1911",446532,"P"
"Grapar","Graptopetalum paraguayense (N.E.Br.) E.Walther, 1938",448106,"M"
"Sedum","Sedum L., 1753 [nom. et typ. cons.]",197563,"P"
"Sedacr","Sedum acre L., 1753",122101,"P"
"Sedalb","Sedum album L., 1753",122106,"P"
"Sedalp","Sedum alpestre Vill., 1779",122107,"P"
"Sedand","Sedum andegavense (DC.) Desv., 1818",122114,"P"
"Sedang","Sedum anglicum Huds., 1778",122115,"P"
"Sedann","Sedum annuum L., 1753",122116,"P"
"Sedatr","Sedum atratum L., 1763",122124,"P"
"Sedatratr","Sedum atratum subsp. atratum L., 1763",140856,"P"
"Sedbre","Sedum brevifolium DC., 1808",122132,"P"
"Sedcae","Sedum caeruleum L., 1771",122135,"P"
"Sedcae2","Sedum caespitosum (Cav.) DC., 1828",122136,"P"
"Sedcan","Sedum candollei Raym.-Hamet, 1929",122138,"P"
"Sedcep","Sedum cepaea L., 1753",122140,"P"
"Sedcon","Sedum confusum Hemsl., 1878",122146,"M"
"Seddas","Sedum dasyphyllum L., 1753",122150,"P"
"Seddasdas","Sedum dasyphyllum var. dasyphyllum L., 1753",151385,"P"
"Seddasgla","Sedum dasyphyllum var. glanduliferum (Guss.) Moris, 1843",151386,"P"
"Sedden","Sedum dendroideum Moc. & Sessé ex DC., 1828",159827,"I"
"Sedfra","Sedum fragrans 't Hart, 1983",122163,"P"
"Sedgla","Sedum glandulosum Moris, 1827",620663,"D"
"Sedhir","Sedum hirsutum All., 1785",122182,"P"
"Sedhirhir","Sedum hirsutum subsp. hirsutum All., 1785",140863,"P"
"Sedhis","Sedum hispanicum L., 1755",122183,"M"
"Sedxder","Sedum x derbezii Petitm., 1906",122287,"P"
"Sedxeng","Sedum x engadinense Brügger, 1882",122288,"P"
"Sedxerr","Sedum x erraticum Brügger, 1882",122289,"P"
"Sedxfue","Sedum x fuereri Wein, 1913",122290,"P"
"Sedlit","Sedum litoreum Guss., 1826",122195,"P"
"Sedmex","Sedum mexicanum Britton, 1896",122204,"I"
"Sedmon","Sedum monregalense Balb., 1804",122209,"P"
"Sedmul","Sedum multiceps Coss. & Durieu, 1862",122213,"I"
"Sednev","Sedum nevadense Coss., 1852",122215,"P"
"Sedpac","Sedum pachyphyllum Rose, 1911",611431,"M"
"Sedpal","Sedum palmeri S.Watson, 1882",962533,"M"
"Sedpen","Sedum pentandrum (DC.) Boreau, 1849",122225,"P"
"Sedrub","Sedum rubens L., 1753",122243,"P"
"Sedsar","Sedum sarmentosum Bunge, 1835",122248,"M"
"Sedsex","Sedum sexangulare L., 1753",122256,"P"
"Sedvil","Sedum villosum L., 1753",122281,"P"
"Semperviveae","Semperviveae Dumort., 1827",972543,"P"
"Petamp","Petrosedum amplexicaule (DC.) Velayos, 1988",112811,"P"
"Petampamp","Petrosedum amplexicaule subsp. amplexicaule (DC.) Velayos, 1988",973403,"P"
"Petfor","Petrosedum forsterianum (Sm.) Grulich, 1984",112813,"P"
"Petxaff","Petrosedum x affomarcoi (L.Gallo & Afferni) Afferni, 2013",973453,"P"
"Petxbel","Petrosedum x bellardii Gallo, 2017",973473,"P"
"Petxbre","Petrosedum x brevierei (Chass. ex L.Gallo) Afferni, 2015",973454,"P"
"Petxela","Petrosedum x elaverinum (L.Gallo & J.-M.Tison) L.Gallo, 2017",973452,"P"
"Petxheg","Petrosedum x hegnaueri ('t Hart) Niederle, 2016",973457,"P"
"Petxhen","Petrosedum x henkii (L.Gallo) Afferni, 2015",973458,"P"
"Petxlor2","Petrosedum x lorenzoi ('t Hart) Niederle, 2016",973462,"P"
"Petxpas","Petrosedum x pascalianum (L.Gallo) Afferni, 2015",973461,"P"
"Petmon","Petrosedum montanum (Songeon & E.P.Perrier) Grulich, 1984",112814,"P"
"Petoch","Petrosedum ochroleucum (Chaix) Niederle, 2014",973446,"P"
"Petori","Petrosedum orientale (‘t Hart) Grulich, 1984",969576,"I"
"Petpru","Petrosedum pruinatum (Link ex Brot.) Grulich, 1984",973447,"M"
"Petrup","Petrosedum rupestre (L.) P.V.Heath, 1987",112816,"P"
"Petsed","Petrosedum sediforme (Jacq.) Grulich, 1984",112817,"P"
"Sempervivum","Sempervivum L., 1753",197584,"P"
"Semade","Sempervivum adenotrichum Burnat, 1906",122501,"P"
